Species,ID,Recside,Chan,Session,TaskType,Modality,TrialNum,NanIdx,RwdWinIdx,SNR,Duration,Difficulty,Correct,CorrectionTrial,Epoch,Peakrangenorm,Freq,Speed
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,32,1,1,27.8763230838375,0.1,1,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,33,1,0,27.8763230838375,0.1,1,0,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,33,1,0,27.8763230838375,0.1,1,0,0,Run,0.604885560643596,5.8,32.0089085544262
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,33,1,0,27.8763230838375,0.1,1,0,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,34,0,1,27.8763230838375,0.1,1,0,1,Hold,0.531572922799355,4,0.637664544491708
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,34,0,1,27.8763230838375,0.1,1,0,1,Run,0.590187303939515,5.6,21.1313511972652
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,34,0,1,27.8763230838375,0.1,1,0,1,Rwd,0.781370947388413,4.7,0.566646797002038
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,35,0,1,27.8763230838375,0.1,1,1,1,Hold,0.493477525935731,3.8,0.442240984597552
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,35,0,1,27.8763230838375,0.1,1,1,1,Run,0.557309377354723,5.9,29.5855314695162
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,35,0,1,27.8763230838375,0.1,1,1,1,Rwd,0.525350997678315,5.1,1.99474906945219
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,36,0,1,27.8763230838375,0.1,1,1,0,Hold,0.609274686243361,4.1,0.0898359025315493
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,36,0,1,27.8763230838375,0.1,1,1,0,Run,0.719190996386366,6.2,27.337205968675
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,36,0,1,27.8763230838375,0.1,1,1,0,Rwd,0.485473601820552,5.1,1.28200515216559
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,37,0,1,27.8763230838375,2,0,1,0,Hold,0.423239616802587,4.3,0.497551825243819
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,37,0,1,27.8763230838375,2,0,1,0,Run,0.617795826043341,5.8,45.2207113158731
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,37,0,1,27.8763230838375,2,0,1,0,Rwd,0.591895116540743,5.1,1.98299514409703
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,38,1,1,27.8763230838375,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,38,1,1,27.8763230838375,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,38,1,1,27.8763230838375,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,39,0,1,27.8763230838375,2,0,1,0,Hold,0.37829925492068,3.8,0.543702510105288
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,39,0,1,27.8763230838375,2,0,1,0,Run,0.5999154293851,6.1,43.349137189809
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,39,0,1,27.8763230838375,2,0,1,0,Rwd,0.538750927058392,4.9,1.40613093139396
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,40,0,1,27.8763230838375,2,0,1,0,Hold,0.693615029314141,4.7,1.37170270579687
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,40,0,1,27.8763230838375,2,0,1,0,Run,0.621151421701191,6,46.3129652464134
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,40,0,1,27.8763230838375,2,0,1,0,Rwd,0.609242364005645,4.7,1.54401726803481
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,41,1,1,27.8763230838375,2,0,1,0,Hold,0.761820079345901,4.1,0.42219588581461
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,41,1,1,27.8763230838375,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,41,1,1,27.8763230838375,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,42,1,1,27.8763230838375,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,42,1,1,27.8763230838375,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,42,1,1,27.8763230838375,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,43,0,1,27.8763230838375,2,0,1,0,Hold,0.551506326822646,4.5,0.939660227577844
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,43,0,1,27.8763230838375,2,0,1,0,Run,0.738891724984785,5.9,37.2720294874576
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,43,0,1,27.8763230838375,2,0,1,0,Rwd,0.619673461535947,4.4,2.40817613588107
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,44,0,1,27.8763230838375,2,0,1,0,Hold,0.613581826305139,3.8,0.150994600324784
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,44,0,1,27.8763230838375,2,0,1,0,Run,0.474647054920386,5.8,37.5835521239671
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,44,0,1,27.8763230838375,2,0,1,0,Rwd,0.59346756569632,4.7,2.0265368644217
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,45,0,1,27.8763230838375,2,0,1,0,Hold,0.574700577234985,4.8,1.85845527708974
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,45,0,1,27.8763230838375,2,0,1,0,Run,0.644311192385789,6.1,45.2760112090055
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,45,0,1,27.8763230838375,2,0,1,0,Rwd,0.597445431533029,5,2.2304442244036
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,46,1,1,27.8763230838375,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,46,1,1,27.8763230838375,2,0,1,0,Run,0.416314206610349,6,31.4609893169849
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,46,1,1,27.8763230838375,2,0,1,0,Rwd,0.618316115091181,4.6,2.57370924228654
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,47,0,1,27.8763230838375,2,0,1,0,Hold,0.56124395613583,4.5,0.137105117112661
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,47,0,1,27.8763230838375,2,0,1,0,Run,0.633978804475844,5.6,33.2924941924605
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,47,0,1,27.8763230838375,2,0,1,0,Rwd,0.681365948085776,4.2,2.11420163913868
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,49,0,1,27.8763230838375,2,0,1,0,Hold,0.682276416608259,3.6,0.31186373559936
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,49,0,1,27.8763230838375,2,0,1,0,Run,0.554243340120092,5.9,32.1637483351706
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,49,0,1,27.8763230838375,2,0,1,0,Rwd,0.692510986221029,4,2.65469478785493
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,50,0,1,27.8763230838375,2,0,1,0,Hold,0.414335365369131,4.2,2.26917752724718
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,50,0,1,27.8763230838375,2,0,1,0,Run,0.699845902962592,5.7,42.4078254892483
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,50,0,1,27.8763230838375,2,0,1,0,Rwd,0.616727122021412,4.5,1.55504719308352
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,51,1,1,27.8763230838375,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,51,1,1,27.8763230838375,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,51,1,1,27.8763230838375,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,52,0,0,27.8763230838375,0.1,1,0,0,Hold,0.408100644453203,4.3,1.17889537536698
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,52,0,0,27.8763230838375,0.1,1,0,0,Run,0.519868892899712,6,41.6065662046812
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,52,0,0,27.8763230838375,0.1,1,0,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,53,0,1,27.8763230838375,0.1,1,1,1,Hold,0.550582563006592,4.2,1.42436549751262
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,53,0,1,27.8763230838375,0.1,1,1,1,Run,0.650230300264821,5.9,28.611790940598
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,53,0,1,27.8763230838375,0.1,1,1,1,Rwd,0.54709522184523,5,2.10210568553687
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,54,1,1,27.8763230838375,0.1,1,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,54,1,1,27.8763230838375,0.1,1,1,0,Run,0.615346426087387,5.8,33.2714963489272
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,54,1,1,27.8763230838375,0.1,1,1,0,Rwd,0.526005737505663,5.5,1.85459877127157
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,55,0,1,27.8763230838375,0.1,1,1,0,Hold,0.680203147175794,4.3,0.982050315771905
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,55,0,1,27.8763230838375,0.1,1,1,0,Run,0.722067727143302,5.6,30.1838665093087
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,55,0,1,27.8763230838375,0.1,1,1,0,Rwd,0.500398741726396,4.1,1.76267470972383
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,56,0,1,27.8763230838375,0.1,1,1,0,Hold,0.770954903831433,3.9,0.167095252161863
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,56,0,1,27.8763230838375,0.1,1,1,0,Run,0.493517536000476,5.5,23.0546757552918
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,56,0,1,27.8763230838375,0.1,1,1,0,Rwd,0.454971102053238,4.7,2.19442170512364
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,57,0,1,27.8763230838375,0.1,1,1,0,Hold,0.45408725176915,4.3,1.54103753128508
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,57,0,1,27.8763230838375,0.1,1,1,0,Run,0.724993591591112,5.9,38.2346363805904
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,57,0,1,27.8763230838375,0.1,1,1,0,Rwd,0.580256716381116,4.7,1.26034095638511
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,60,1,1,27.8763230838375,0.1,1,0,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,60,1,1,27.8763230838375,0.1,1,0,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,60,1,1,27.8763230838375,0.1,1,0,0,Rwd,0.64444447415747,4.4,0.295475213808962
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,61,0,0,27.8763230838375,0.1,1,0,1,Hold,0.582982474911878,4.5,2.23460934265976
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,61,0,0,27.8763230838375,0.1,1,0,1,Run,0.630315500543241,5.5,27.7739512811629
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,61,0,0,27.8763230838375,0.1,1,0,1,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,62,1,0,27.8763230838375,0.1,1,0,1,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,62,1,0,27.8763230838375,0.1,1,0,1,Run,0.702253796883614,5.6,23.6568382658619
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,62,1,0,27.8763230838375,0.1,1,0,1,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,63,0,1,27.8763230838375,0.1,1,1,1,Hold,0.520830788046632,4.7,1.44470306132627
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,63,0,1,27.8763230838375,0.1,1,1,1,Run,0.651602142986325,5.7,25.4475538386852
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,63,0,1,27.8763230838375,0.1,1,1,1,Rwd,0.567976404430377,4.9,1.82365058741372
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,64,0,1,27.8763230838375,0.1,1,1,0,Hold,0.650248495725275,3.7,0.604624013859085
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,64,0,1,27.8763230838375,0.1,1,1,0,Run,0.697104878669365,5.8,39.9470374957347
F,KIW,RHS,ori,KIW_Block10-53_2015-09-23T15-16,DUR,A,64,0,1,27.8763230838375,0.1,1,1,0,Rwd,0.635939187443468,5,2.05211701226576
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,1,1,1,30.7876756034164,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,1,1,1,30.7876756034164,2,0,1,0,Run,0.703292668077591,5.7,39.4109402393364
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,1,1,1,30.7876756034164,2,0,1,0,Rwd,0.508307329528598,4.5,2.60478889806209
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,2,0,1,30.7876756034164,2,0,1,0,Hold,0.580284636754848,4.7,0.661605639765991
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,2,0,1,30.7876756034164,2,0,1,0,Run,0.635721526874444,5.7,38.4032983009135
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,2,0,1,30.7876756034164,2,0,1,0,Rwd,0.475416011986744,4.7,3.07645183338016
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,3,1,1,30.7876756034164,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,3,1,1,30.7876756034164,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,3,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,4,0,1,30.7876756034164,2,0,1,0,Hold,0.580046751876541,4.3,1.58609499381923
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,4,0,1,30.7876756034164,2,0,1,0,Run,0.623427872997439,5.4,33.8445237094502
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,4,0,1,30.7876756034164,2,0,1,0,Rwd,0.52856219402563,4.1,2.24252053149842
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,5,1,1,30.7876756034164,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,5,1,1,30.7876756034164,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,5,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,6,1,1,30.7876756034164,2,0,1,0,Hold,0.596580888520648,4,0.731532608793834
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,6,1,1,30.7876756034164,2,0,1,0,Run,0.570647018213727,5.3,31.9414599169593
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,6,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,7,0,1,30.7876756034164,2,0,1,0,Hold,0.350281392611948,5.3,1.0965420135016
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,7,0,1,30.7876756034164,2,0,1,0,Run,0.547940947284981,5.5,35.6261800124836
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,7,0,1,30.7876756034164,2,0,1,0,Rwd,0.69502231229912,4.9,1.80369830017562
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,8,0,1,30.7876756034164,2,0,1,0,Hold,0.594252182778024,4.2,2.3831207102918
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,8,0,1,30.7876756034164,2,0,1,0,Run,0.74653202569615,5.7,35.3861395472504
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,8,0,1,30.7876756034164,2,0,1,0,Rwd,0.576629563566309,4.5,2.16089078478076
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,9,0,1,30.7876756034164,2,0,1,0,Hold,0.476816721214466,4.2,1.62459596327323
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,9,0,1,30.7876756034164,2,0,1,0,Run,0.747704128021396,5.7,35.5883927012954
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,9,0,1,30.7876756034164,2,0,1,0,Rwd,0.571384242048938,4.4,0.752522642610769
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,10,1,1,30.7876756034164,2,0,1,0,Hold,0.619359421104461,4.7,1.78094164585797
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,10,1,1,30.7876756034164,2,0,1,0,Run,0.539902685309929,5.5,29.1851873537369
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,10,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,11,1,1,30.7876756034164,2,0,1,0,Hold,0.409326333877292,3.9,1.3468451337957
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,11,1,1,30.7876756034164,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,11,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,12,1,1,30.7876756034164,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,12,1,1,30.7876756034164,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,12,1,1,30.7876756034164,2,0,1,0,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,13,1,1,30.7876756034164,2,0,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,13,1,1,30.7876756034164,2,0,1,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,13,1,1,30.7876756034164,2,0,1,0,Rwd,0.477233366062231,4.4,2.87887285143275
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,14,0,1,30.7876756034164,2,0,1,0,Hold,0.362208086665058,3.3,0.665020994803327
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,14,0,1,30.7876756034164,2,0,1,0,Run,0.448687472125373,5.6,30.7913720866103
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,14,0,1,30.7876756034164,2,0,1,0,Rwd,0.698413632025921,4.6,1.84239995916775
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,15,0,1,30.7876756034164,2,0,1,0,Hold,0.74850098766883,4.3,0.790446806774962
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,15,0,1,30.7876756034164,2,0,1,0,Run,0.664028401073193,5.4,39.4254223146221
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,15,0,1,30.7876756034164,2,0,1,0,Rwd,0.465997002930482,4.8,1.43632694234235
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,18,1,1,30.7876756034164,0.2,1,1,1,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,18,1,1,30.7876756034164,0.2,1,1,1,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,18,1,1,30.7876756034164,0.2,1,1,1,Rwd,0.547860788692756,4.5,2.33833175761887
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,19,1,1,30.7876756034164,0.2,1,1,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,19,1,1,30.7876756034164,0.2,1,1,0,Run,0.516562991970826,5.5,25.6617393688635
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,19,1,1,30.7876756034164,0.2,1,1,0,Rwd,0.75591980272165,4.4,2.46846125440556
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,20,0,1,30.7876756034164,0.2,1,0,0,Hold,0.758113810719709,4,0.903382964213161
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,20,0,1,30.7876756034164,0.2,1,0,0,Run,0.663075451027316,5.8,30.825402107935
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,20,0,1,30.7876756034164,0.2,1,0,0,Rwd,0.553144365316004,4.7,1.15308572652652
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,21,0,0,30.7876756034164,0.2,1,0,1,Hold,0.620160195224221,4,1.04949807767979
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,21,0,0,30.7876756034164,0.2,1,0,1,Run,0.614652403794622,5.5,29.7898863562589
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,21,0,0,30.7876756034164,0.2,1,0,1,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,22,1,1,30.7876756034164,0.2,1,0,1,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,22,1,1,30.7876756034164,0.2,1,0,1,Run,0.636912071432198,5.3,30.6599195545779
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,22,1,1,30.7876756034164,0.2,1,0,1,Rwd,0.399736011303781,4.5,2.5272827674063
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,23,1,1,30.7876756034164,0.2,1,0,1,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,23,1,1,30.7876756034164,0.2,1,0,1,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,23,1,1,30.7876756034164,0.2,1,0,1,Rwd,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,24,1,1,30.7876756034164,0.2,1,0,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,24,1,1,30.7876756034164,0.2,1,0,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,24,1,1,30.7876756034164,0.2,1,0,0,Rwd,0.513767921503448,4.5,0.550533813257151
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,26,0,1,30.7876756034164,0.2,1,0,0,Hold,0.374000565599647,4.1,0.34703050265794
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,26,0,1,30.7876756034164,0.2,1,0,0,Run,0.605074895319849,5.7,33.2500458108016
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,26,0,1,30.7876756034164,0.2,1,0,0,Rwd,0.47843842841337,4.9,2.66548475228744
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,27,0,1,30.7876756034164,0.2,1,1,1,Hold,0.31462910746794,4.5,0.394540036802344
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,27,0,1,30.7876756034164,0.2,1,1,1,Run,0.622785822505541,5.7,28.6251460175435
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,27,0,1,30.7876756034164,0.2,1,1,1,Rwd,0.60097468778158,4.4,1.16735429119974
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,28,0,1,30.7876756034164,0.2,1,1,0,Hold,0.665283489775777,4.6,1.22273440171025
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,28,0,1,30.7876756034164,0.2,1,1,0,Run,0.542604011223376,5.6,35.4005338659474
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,28,0,1,30.7876756034164,0.2,1,1,0,Rwd,0.621064934752661,5,2.01373155727415
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,29,1,1,30.7876756034164,0.2,1,0,0,Hold,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,29,1,1,30.7876756034164,0.2,1,0,0,Run,NaN,2,0
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,29,1,1,30.7876756034164,0.2,1,0,0,Rwd,0.688444114216642,4.7,3.06743920218074
F,KIW,RHS,ori,KIW_Block10-55_2015-09-24T16-13,DUR,V,30,0,0,30.7876756034164,0.2,1,0,1,Hold,0.651682020956543,4.4,1.57857820212002
