Species,ID,Recside,Chan,Session,TaskType,Modality,TrialNum,NanIdx,RwdWinIdx,SNR,Duration,Difficulty,Correct,CorrectionTrial,Epoch,Peakrangenorm,Freq,Speed
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,208,0,1,24.7287241054424,2,0,1,0,Rwd,0.116377147014679,5.2,2.72320568172316
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,209,0,1,24.7287241054424,2,0,1,0,Hold,0.437890944483435,7,5.33023450770983
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,209,0,1,24.7287241054424,2,0,1,0,Run,0.793706199453658,10.6,57.4777757799367
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,209,0,1,24.7287241054424,2,0,1,0,Rwd,0.239722333744565,8.1,2.15679189674483
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,211,0,1,24.7287241054424,2,0,1,0,Hold,0.281533800167257,8.2,1.51587108619117
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,211,0,1,24.7287241054424,2,0,1,0,Run,0.630227359033581,10.5,54.5930610882602
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,211,0,1,24.7287241054424,2,0,1,0,Rwd,0.0869547327481922,9,2.14825225342213
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,212,0,1,24.7287241054424,2,0,1,0,Hold,0.387434475204195,7.5,2.31289724266652
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,212,0,1,24.7287241054424,2,0,1,0,Run,0.587307042827394,10,54.6965541611228
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,212,0,1,24.7287241054424,2,0,1,0,Rwd,0.143214314244775,4.7,2.32594357347701
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,213,0,1,24.7287241054424,2,0,1,0,Hold,0.299892838356675,8.4,2.71056264205193
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,213,0,1,24.7287241054424,2,0,1,0,Run,0.735016926762497,9.7,46.4806396648161
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,213,0,1,24.7287241054424,2,0,1,0,Rwd,0.216973564346711,10.6,2.59669237860389
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,214,0,1,24.7287241054424,2,0,1,0,Hold,0.306635526758036,7.9,2.80312947773292
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,214,0,1,24.7287241054424,2,0,1,0,Run,0.685277357322852,10.4,56.0252406643414
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,214,0,1,24.7287241054424,2,0,1,0,Rwd,0.277396391928192,7.2,1.06486331468273
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,216,0,1,24.7287241054424,2,0,1,0,Hold,0.173292382763593,6.8,3.67370793443107
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,216,0,1,24.7287241054424,2,0,1,0,Run,0.711897589266177,10.1,48.7235239789228
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,216,0,1,24.7287241054424,2,0,1,0,Rwd,0.57889466331071,8.6,2.88635497447596
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,217,0,1,24.7287241054424,2,0,1,0,Hold,0.224713238268427,7.5,2.83733765084003
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,217,0,1,24.7287241054424,2,0,1,0,Run,0.636539578906726,9.9,52.1576946282848
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,217,0,1,24.7287241054424,2,0,1,0,Rwd,0.322242119914462,7.7,2.63013480930577
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,218,0,1,24.7287241054424,2,0,1,0,Hold,0.325050936724294,8.1,3.67215150062281
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,218,0,1,24.7287241054424,2,0,1,0,Run,0.704930965853958,10.9,63.7245528085554
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,218,0,1,24.7287241054424,2,0,1,0,Rwd,0.201277493473561,8,1.67299371447263
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,219,0,1,24.7287241054424,2,0,1,0,Hold,0.2066756456465,6.1,1.70975860746954
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,219,0,1,24.7287241054424,2,0,1,0,Run,0.725195806155818,10.5,53.1957970039526
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,219,0,1,24.7287241054424,2,0,1,0,Rwd,0.339081134082405,6.7,2.5723886914409
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,220,0,1,24.7287241054424,2,0,1,0,Hold,0.412993789773708,8.4,2.0109019425283
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,220,0,1,24.7287241054424,2,0,1,0,Run,0.6763548486521,10,50.8078947949338
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,220,0,1,24.7287241054424,2,0,1,0,Rwd,0.11711906809484,9,2.23869404683797
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,222,0,1,24.7287241054424,2,0,1,0,Hold,0.335913784497338,10,1.24725112529013
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,222,0,1,24.7287241054424,2,0,1,0,Run,0.655226298811183,10.3,52.1620316806055
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,222,0,1,24.7287241054424,2,0,1,0,Rwd,0.142120682795565,8.7,2.14508314138098
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,223,0,1,14.3206720261752,2,1,1,0,Hold,0.10751467843966,7.2,1.16666797203674
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,223,0,1,14.3206720261752,2,1,1,0,Run,0.636294165397296,9.9,48.6519926383601
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,223,0,1,14.3206720261752,2,1,1,0,Rwd,0.370096056996973,4.2,2.43436935662293
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,224,0,1,14.3206720261752,2,1,1,0,Hold,0.35598765903149,8,1.31830586253225
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,224,0,1,14.3206720261752,2,1,1,0,Run,0.557927161158998,10.1,52.9633816177448
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,224,0,1,14.3206720261752,2,1,1,0,Rwd,0.27422748482706,6,2.15784178891409
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,225,0,1,14.3206720261752,2,1,1,0,Hold,0.247374009210697,4,1.48524543319071
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,225,0,1,14.3206720261752,2,1,1,0,Run,0.68592154811978,10.2,49.9958596162865
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,225,0,1,14.3206720261752,2,1,1,0,Rwd,0.122684414089818,4.1,2.02216591997311
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,226,0,1,14.3206720261752,2,1,1,0,Hold,0.100778617308617,7.6,2.3662842270071
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,226,0,1,14.3206720261752,2,1,1,0,Run,0.543394811078441,10.1,54.6000324801146
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,226,0,1,14.3206720261752,2,1,1,0,Rwd,0.337832629541305,7.7,2.62188407420526
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,227,0,0,14.3206720261752,2,1,1,0,Hold,0.417456731142408,7,3.2867228409599
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,227,0,0,14.3206720261752,2,1,1,0,Run,0.715925523940127,10,47.4639610286526
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,227,0,0,14.3206720261752,2,1,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,228,0,0,14.3206720261752,2,1,0,0,Hold,0.302574497328047,8.8,2.40561220180149
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,228,0,0,14.3206720261752,2,1,0,0,Run,0.659403896378322,10.2,44.3957094139261
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,228,0,0,14.3206720261752,2,1,0,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,230,0,1,14.3206720261752,2,1,1,0,Hold,0.165057761268459,8,1.80249350988576
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,230,0,1,14.3206720261752,2,1,1,0,Run,0.545122882725454,10.6,55.1579118633375
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,230,0,1,14.3206720261752,2,1,1,0,Rwd,0.195284739136544,6.1,2.38912566518708
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,231,0,1,14.3206720261752,2,1,0,0,Hold,0.220976560101561,8.4,1.68911824407057
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,231,0,1,14.3206720261752,2,1,0,0,Run,0.717572865989871,9.9,45.9931556455332
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,231,0,1,14.3206720261752,2,1,0,0,Rwd,0.190647775148547,7.7,3.24167850289876
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,232,0,1,14.3206720261752,2,1,1,0,Hold,0.492529886409086,7.4,1.10359581315684
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,232,0,1,14.3206720261752,2,1,1,0,Run,0.696011513477865,10.1,54.2680405663586
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,232,0,1,14.3206720261752,2,1,1,0,Rwd,0.395749862617846,6.5,1.45112720046477
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,233,0,1,14.3206720261752,2,1,1,0,Hold,0.388675577320982,8,2.19282841839288
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,233,0,1,14.3206720261752,2,1,1,0,Run,0.726387909582779,10.5,54.176396050357
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,233,0,1,14.3206720261752,2,1,1,0,Rwd,0.294501138032661,6.7,2.25195763669012
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,235,0,1,14.3206720261752,2,1,1,0,Hold,0.153273034928837,8.5,2.73732706306475
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,235,0,1,14.3206720261752,2,1,1,0,Run,0.64045176407758,10.1,48.7322377428107
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,235,0,1,14.3206720261752,2,1,1,0,Rwd,0.385116402634773,7.4,1.72486244414767
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,237,0,1,14.3206720261752,2,1,1,0,Hold,0.379772474068666,8.5,3.6601920594465
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,237,0,1,14.3206720261752,2,1,1,0,Run,0.605477180170062,10.6,56.2794199196864
R,DBLU,RHS,ori,2017-04-22_11-13-31,SNR,A,237,0,1,14.3206720261752,2,1,1,0,Rwd,0.329768708179329,7.3,3.15555496579835
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,7,0,1,768.495275044087,2,0,1,0,Hold,0.228350077308866,7.2,3.89592308201917
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,7,0,1,768.495275044087,2,0,1,0,Run,0.593438802126374,10.1,61.4885767044267
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,7,0,1,768.495275044087,2,0,1,0,Rwd,0.558350566634408,8.2,1.36894808499618
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,8,0,0,768.495275044087,2,0,1,0,Hold,0.366801578453962,4,3.01547627280032
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,8,0,0,768.495275044087,2,0,1,0,Run,0.707761658509318,10.7,70.9812153702002
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,8,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,9,0,0,768.495275044087,2,0,1,0,Hold,0.147537849416118,8.6,4.20335768312934
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,9,0,0,768.495275044087,2,0,1,0,Run,0.744832010934894,10.1,57.3080570933743
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,9,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,10,0,0,768.495275044087,2,0,1,0,Hold,0.118381953388264,9.2,1.58789093916784
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,10,0,0,768.495275044087,2,0,1,0,Run,0.606639464452143,10.5,57.9422444206379
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,10,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,11,0,0,768.495275044087,2,0,1,0,Hold,0.164709202203839,7.9,3.39306807198634
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,11,0,0,768.495275044087,2,0,1,0,Run,0.663816829478332,10,68.1294837562463
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,11,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,12,0,0,768.495275044087,2,0,1,0,Hold,0.490414781774945,8,5.44230893870842
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,12,0,0,768.495275044087,2,0,1,0,Run,0.738845732753758,10.1,58.3599313494826
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,12,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,13,0,0,768.495275044087,2,0,1,0,Hold,0.255055873328932,7.4,1.86052758718831
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,13,0,0,768.495275044087,2,0,1,0,Run,0.668616464747993,10.5,54.4109962295197
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,13,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,14,0,0,768.495275044087,2,0,1,0,Hold,0.376459308863402,4,1.73584506728485
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,14,0,0,768.495275044087,2,0,1,0,Run,0.769908783847418,9.9,53.109730438717
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,14,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,15,0,1,768.495275044087,2,0,1,0,Hold,0.348680838848668,7.5,2.98403134865325
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,15,0,1,768.495275044087,2,0,1,0,Run,0.639400478518884,11.1,56.2131248386782
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,15,0,1,768.495275044087,2,0,1,0,Rwd,0.174982310633473,9,2.34555959061539
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,16,0,0,768.495275044087,2,0,1,0,Hold,0.080693488779408,6.4,2.70607159791716
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,16,0,0,768.495275044087,2,0,1,0,Run,0.776939164443022,10.5,49.6439786662694
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,16,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,17,0,0,768.495275044087,2,0,1,0,Hold,0.247732699882297,8.3,2.64921340795143
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,17,0,0,768.495275044087,2,0,1,0,Run,0.712811283575699,10.4,54.0553106146793
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,17,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,18,0,0,768.495275044087,2,0,1,0,Hold,0.15021748565786,7.9,1.75755760988641
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,18,0,0,768.495275044087,2,0,1,0,Run,0.747231742324884,10.1,58.5094332499156
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,18,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,19,0,0,768.495275044087,2,0,1,0,Hold,0.123902121984695,9.2,3.09011834652774
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,19,0,0,768.495275044087,2,0,1,0,Run,0.692083796016883,9.8,45.9378923760015
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,19,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,21,0,0,768.495275044087,2,0,1,0,Hold,0.294662727211504,8.6,3.34986398009258
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,21,0,0,768.495275044087,2,0,1,0,Run,0.714673409923259,9.7,46.3279840957806
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,21,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,22,0,1,768.495275044087,2,0,1,0,Hold,0.240511605359358,5.7,3.56671340413943
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,22,0,1,768.495275044087,2,0,1,0,Run,0.707766957311625,10.2,51.579984490014
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,22,0,1,768.495275044087,2,0,1,0,Rwd,0.204321851956383,7.1,2.11914565409295
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,24,0,1,768.495275044087,2,0,1,0,Hold,0.469248784274387,8.6,5.17465585899862
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,24,0,1,768.495275044087,2,0,1,0,Run,0.699047598456059,10.5,47.7704569943923
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,24,0,1,768.495275044087,2,0,1,0,Rwd,0.215675238544268,8.6,2.22033408959718
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,25,0,1,6.72865255929367,2,1,1,0,Hold,0.235609115219801,8.5,1.98145827058792
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,25,0,1,6.72865255929367,2,1,1,0,Run,0.682553404262616,10.3,53.6791187764683
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,25,0,1,6.72865255929367,2,1,1,0,Rwd,0.31204271582565,5.3,1.93006513530992
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,26,0,0,6.72865255929367,2,1,1,0,Hold,0.349281715318851,8.7,3.78610085018902
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,26,0,0,6.72865255929367,2,1,1,0,Run,0.715814807077746,10.1,53.9280302039055
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,26,0,0,6.72865255929367,2,1,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,27,0,1,6.72865255929367,2,1,1,0,Hold,0.261066833761348,9.6,2.90759078563148
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,27,0,1,6.72865255929367,2,1,1,0,Run,0.664895774682016,10.6,43.6981611264089
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,27,0,1,6.72865255929367,2,1,1,0,Rwd,0.111248846909205,6.9,2.93010223605846
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,28,0,0,6.72865255929367,2,1,0,0,Hold,0.222611611695569,7.3,2.87445642010253
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,28,0,0,6.72865255929367,2,1,0,0,Run,0.697942403173639,10.5,50.6803792469852
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,28,0,0,6.72865255929367,2,1,0,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,29,0,0,6.72865255929367,2,1,0,0,Hold,0.354111563283407,8.6,2.20385225431067
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,29,0,0,6.72865255929367,2,1,0,0,Run,0.66258764828379,10.4,48.111497816875
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,29,0,0,6.72865255929367,2,1,0,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,30,0,1,6.72865255929367,2,1,1,0,Hold,0.159834075789885,4,2.3737797128885
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,30,0,1,6.72865255929367,2,1,1,0,Run,0.712802950258034,10.1,46.6073346304386
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,30,0,1,6.72865255929367,2,1,1,0,Rwd,0.460567851811418,7.8,2.25981863643498
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,31,0,1,6.72865255929367,2,1,1,0,Hold,0.28492962336016,6.1,2.17093632664474
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,31,0,1,6.72865255929367,2,1,1,0,Run,0.659275483295712,10.4,50.6684948166848
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,31,0,1,6.72865255929367,2,1,1,0,Rwd,0.334513606971678,9.3,1.78358746689903
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,32,0,1,6.72865255929367,2,1,0,0,Hold,0.166526372635672,7.9,2.63341570863302
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,32,0,1,6.72865255929367,2,1,0,0,Run,0.656003788310186,10.4,46.2924488751681
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,32,0,1,6.72865255929367,2,1,0,0,Rwd,0.126348299458698,4,2.55854792057586
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,33,1,1,6.72865255929367,2,1,1,0,Hold,0.401700417796468,4,3.8554484747619
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,33,1,1,6.72865255929367,2,1,1,0,Run,0.700798747900072,10.5,48.9043133416367
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,33,1,1,6.72865255929367,2,1,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,34,0,1,6.72865255929367,2,1,1,0,Hold,0.264831284960481,10.1,1.95797516825995
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,34,0,1,6.72865255929367,2,1,1,0,Run,0.754118733959269,10.2,53.8989782920269
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,34,0,1,6.72865255929367,2,1,1,0,Rwd,0.677123763626829,8.7,2.71089162154801
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,36,0,0,6.72865255929367,2,1,0,0,Hold,0.44618679754592,8.2,3.69055401513137
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,36,0,0,6.72865255929367,2,1,0,0,Run,0.718138392023661,10.4,50.6841390499676
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,36,0,0,6.72865255929367,2,1,0,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,37,0,1,6.72865255929367,2,1,1,0,Hold,0.183590113608497,7.1,2.994314772656
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,37,0,1,6.72865255929367,2,1,1,0,Run,0.710099315129226,10.7,52.6840092607927
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,37,0,1,6.72865255929367,2,1,1,0,Rwd,0.0936781136720492,4,2.91763001969289
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,38,0,0,6.72865255929367,2,1,0,0,Hold,0.495222816911266,8,2.14062232120701
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,38,0,0,6.72865255929367,2,1,0,0,Run,0.618168400810624,10.1,34.7665813266119
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,38,0,0,6.72865255929367,2,1,0,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,39,0,1,6.72865255929367,2,1,1,0,Hold,0.345821628969848,7.1,3.2509724229277
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,39,0,1,6.72865255929367,2,1,1,0,Run,0.788651928387199,10.1,56.2820390297199
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,39,0,1,6.72865255929367,2,1,1,0,Rwd,0.396561112623431,4,1.20409811412064
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,40,0,1,6.72865255929367,2,1,0,0,Hold,0.340322409248043,9.1,1.89789139728601
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,40,0,1,6.72865255929367,2,1,0,0,Run,0.662201837625777,9.7,37.0416526495105
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,40,0,1,6.72865255929367,2,1,0,0,Rwd,0.400141386076371,8.8,3.08285934058976
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,41,0,1,768.495275044087,2,0,1,0,Hold,0.387111077428813,8,2.19102400546626
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,41,0,1,768.495275044087,2,0,1,0,Run,0.777888638657686,10.5,54.3252270669679
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,41,0,1,768.495275044087,2,0,1,0,Rwd,0.239141101697012,6.6,1.79497993179707
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,42,0,1,768.495275044087,2,0,1,0,Hold,0.233084815401651,7.7,2.62730167898576
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,42,0,1,768.495275044087,2,0,1,0,Run,0.652520991368952,10.4,51.9961538446162
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,42,0,1,768.495275044087,2,0,1,0,Rwd,0.164707251110865,7.6,2.56527757274218
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,43,0,1,768.495275044087,2,0,1,0,Hold,0.392224761621392,4.3,2.50649524878802
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,43,0,1,768.495275044087,2,0,1,0,Run,0.670061688880433,9.8,32.890606226382
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,43,0,1,768.495275044087,2,0,1,0,Rwd,0.262380778283483,4,2.29817902672061
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,44,0,0,768.495275044087,2,0,1,0,Hold,0.561949457723455,8,1.26848281989126
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,44,0,0,768.495275044087,2,0,1,0,Run,0.700073832957589,9.7,38.7968440348708
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,44,0,0,768.495275044087,2,0,1,0,Rwd,NaN,4,0
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,45,0,1,768.495275044087,2,0,1,0,Hold,0.345341561989578,7.4,1.99689676220341
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,45,0,1,768.495275044087,2,0,1,0,Run,0.683091817442328,10.3,48.0354749161965
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,45,0,1,768.495275044087,2,0,1,0,Rwd,0.260891236179152,6.2,1.60950647127859
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,46,0,1,768.495275044087,2,0,1,0,Hold,0.322806174783906,7.7,2.41279405348752
R,DBLU,RHS,ori,2017-04-23_15-13-09,SNR,V,46,0,1,768.495275044087,2,0,1,0,Run,0.707285825203928,10.2,45.6350967508724
