ID,IDside,FullfID,Species,Date,TextFile,Block,RecType,RecSide,MCSFile,ExtractedFolder,ExtractedFile,VidFile,TrackingFile,Level,Modality
EMU,EMUL,F1507_Emu,F,2015-9-24,24_9_2015 level05_mixDur_Vis 10_13_Block10-38_LHS log.txt,Block10-38,W,L,2015-09-24T10-13_Block10-38_LHS.h5,EMU_Block10-38_2015-09-24T10-13,EMU_Block10-38_2015-09-24T10-13_LHS_CX.mat,F1507_Emu_Block10-38_Vid0.avi,EMU_Block10-38_2015-09-24T10-13_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-9-25,25_9_2015 level06_SNR_Aud 9_27_Block10-40_LHS log.txt,Block10-40,W,L,2015-09-25T09-26_Block10-40_LHS.h5,EMU_Block10-40_2015-09-25T09-26,EMU_Block10-40_2015-09-25T09-26_LHS_CX.mat,F1507_Emu_Block10-40_Vid0.avi,EMU_Block10-40_2015-09-25T09-26_LHS_position_tracking.mat,6,A
EMU,EMUL,F1507_Emu,F,2015-9-25,25_9_2015 level06_SNR_Aud 15_50_Block10-41_LHS log.txt,Block10-41,W,L,2015-09-25T15-50_Block10-41_LHS.h5,EMU_Block10-41_2015-09-25T15-50,EMU_Block10-41_2015-09-25T15-50_LHS_CX.mat,F1507_Emu_Block10-41_Vid0.avi,EMU_Block10-41_2015-09-25T15-50_LHS_position_tracking.mat,6,A
EMU,EMUL,F1507_Emu,F,2015-9-28,28_9_2015 level05_mixDur_Vis 9_23_Block10-42_LHS log.txt,Block10-42,W,L,2015-09-28T09-22_Block10-42_LHS.h5,EMU_Block10-42_2015-09-28T09-22,EMU_Block10-42_2015-09-28T09-22_LHS_CX.mat,F1507_Emu_Block10-42_Vid0.avi,EMU_Block10-42_2015-09-28T09-22_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-9-28,28_9_2015 level05_mixDur_Vis 14_8_Block10-43_LHS log.txt,Block10-43,W,L,2015-09-28T14-07_Block10-43_LHS.h5,EMU_Block10-43_2015-09-28T14-07,EMU_Block10-43_2015-09-28T14-07_LHS_CX.mat,F1507_Emu_Block10-43_Vid0.avi,EMU_Block10-43_2015-09-28T14-07_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-9-29,29_9_2015 level06_SNR_Aud 9_51_Block10-44_LHS log.txt,Block10-44,W,L,2015-09-29T09-50_Block10-44_LHS.h5,EMU_Block10-44_2015-09-29T09-50,EMU_Block10-44_2015-09-29T09-50_LHS_CX.mat,F1507_Emu_Block10-44_Vid0.avi,EMU_Block10-44_2015-09-29T09-50_LHS_position_tracking.mat,6,A
EMU,EMUL,F1507_Emu,F,2015-9-29,29_9_2015 level06_SNR_Aud 14_50_Block10-45_LHS log.txt,Block10-45,W,L,2015-09-29T14-50_Block10-45_LHS.h5,EMU_Block10-45_2015-09-29T14-50,EMU_Block10-45_2015-09-29T14-50_LHS_CX.mat,F1507_Emu_Block10-45_Vid0.avi,EMU_Block10-45_2015-09-29T14-50_LHS_position_tracking.mat,6,A
EMU,EMUL,F1507_Emu,F,2015-9-30,30_9_2015 level05_mixDur_Vis 9_45_Block10-58_LHS log.txt,Block10-58,W,L,2015-09-30T09-43_Block10-58_LHS.h5,EMU_Block10-58_2015-09-30T09-43,EMU_Block10-58_2015-09-30T09-43_LHS_CX.mat,F1507_Emu_Block10-58_Vid0.avi,EMU_Block10-58_2015-09-30T09-43_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-9-30,30_9_2015 level05_mixDur_Vis 15_4_Block10-59_LHS log.txt,Block10-59,W,L,2015-09-30T15-04_Block10-59_LHS.h5,EMU_Block10-59_2015-09-30T15-04,EMU_Block10-59_2015-09-30T15-04_LHS_CX.mat,F1507_Emu_Block10-59_Vid0.avi,EMU_Block10-59_2015-09-30T15-04_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-10-1,1_10_2015 level05_mixDur_Aud 9_23_Block10-46_LHS log.txt,Block10-46,W,L,2015-10-01T09-23_Block10-46_LHS.h5,EMU_Block10-46_2015-10-01T09-23,EMU_Block10-46_2015-10-01T09-23_LHS_CX.mat,F1507_Emu_Block10-46_Vid0.avi,EMU_Block10-46_2015-10-01T09-23_LHS_position_tracking.mat,5,A
EMU,EMUL,F1507_Emu,F,2015-10-1,1_10_2015 level05_mixDur_Aud 14_53_Block10-47_LHS log.txt,Block10-47,W,L,2015-10-01T14-53_Block10-47_LHS.h5,EMU_Block10-47_2015-10-01T14-53,EMU_Block10-47_2015-10-01T14-53_LHS_CX.mat,F1507_Emu_Block10-47_Vid0.avi,EMU_Block10-47_2015-10-01T14-53_LHS_position_tracking.mat,5,A
EMU,EMUL,F1507_Emu,F,2015-10-2,2_10_2015 level06_SNR_Vis 10_2_Block10-48_LHS log.txt,Block10-48,W,L,2015-10-02T10-01_Block10-48_LHS.h5,EMU_Block10-48_2015-10-02T10-01,EMU_Block10-48_2015-10-02T10-01_LHS_CX.mat,F1507_Emu_Block10-48_Vid0.avi,EMU_Block10-48_2015-10-02T10-01_LHS_position_tracking.mat,6,V
EMU,EMUL,F1507_Emu,F,2015-10-5,5_10_2015 level06_SNR_Vis 9_56_Block10-50_LHS log.txt,Block10-50,W,L,2015-10-05T09-56_Block10-50_LHS.h5,EMU_Block10-50_2015-10-05T09-56,EMU_Block10-50_2015-10-05T09-56_LHS_CX.mat,F1507_Emu_Block10-50_Vid0.avi,EMU_Block10-50_2015-10-05T09-56_LHS_position_tracking.mat,6,V
EMU,EMUL,F1507_Emu,F,2015-10-6,6_10_2015 level06_SNR_Aud 9_38_Block10-52_LHS log.txt,Block10-52,W,L,2015-10-06T09-36_Block10-52_LHS.h5,EMU_Block10-52_2015-10-06T09-36,EMU_Block10-52_2015-10-06T09-36_LHS_CX.mat,F1507_Emu_Block10-52_Vid0.avi,EMU_Block10-52_2015-10-06T09-36_LHS_position_tracking.mat,6,A
EMU,EMUL,F1507_Emu,F,2015-10-7,7_10_2015 level05_mixDur_Vis 15_19_Block10-53_LHS log.txt,Block10-53,W,L,2015-10-07T15-15_Block10-53_LHS.h5,EMU_Block10-53_2015-10-07T15-15,EMU_Block10-53_2015-10-07T15-15_LHS_CX.mat,F1507_Emu_Block10-53_Vid0.avi,EMU_Block10-53_2015-10-07T15-15_LHS_position_tracking.mat,5,V
EMU,EMUL,F1507_Emu,F,2015-10-8,8_10_2015 level05_mixDur_Aud 8_54_Block10-54_LHS log.txt,Block10-54,W,L,2015-10-08T08-54_Block10-54_LHS.h5,EMU_Block10-54_2015-10-08T08-54,EMU_Block10-54_2015-10-08T08-54_LHS_CX.mat,F1507_Emu_Block10-54_Vid0.avi,EMU_Block10-54_2015-10-08T08-54_LHS_position_tracking.mat,5,A
EMU,EMUL,F1507_Emu,F,2015-10-8,8_10_2015 level05_mixDur_Aud 14_57_Block10-55_LHS log.txt,Block10-55,W,L,2015-10-08T14-57_Block10-55_LHS.h5,EMU_Block10-55_2015-10-08T14-57,EMU_Block10-55_2015-10-08T14-57_LHS_CX.mat,F1507_Emu_Block10-55_Vid0.avi,EMU_Block10-55_2015-10-08T14-57_LHS_position_tracking.mat,5,A
EMU,EMUL,F1507_Emu,F,2015-10-9,9_10_2015 level06_SNR_Vis 15_6_Block10-57_LHS log.txt,Block10-57,W,L,2015-10-09T15-06_Block10-57_LHS.h5,EMU_Block10-57_2015-10-09T15-06,EMU_Block10-57_2015-10-09T15-06_LHS_CX.mat,F1507_Emu_Block10-57_Vid0.avi,EMU_Block10-57_2015-10-09T15-06_LHS_position_tracking.mat,6,V
BEA,BEAR,F1510_Beaker,F,2015-8-12,12_8_2015 level05_mixDur_Vis 10_15_Block10-13_RHS log.txt,Block10-13,W,R,2015-08-12T10-14_Block10-13.h5,BEA_Block10-13_2015-08-12T10-14,BEA_Block10-13_2015-08-12T10-14_RHS_CX.mat,F1510_Beaker_Block10-13_Vid0.avi,BEA_Block10-13_2015-08-12T10-14_RHS_position_tracking.mat,5,V
